device_id,model,platform
8664273a1cd6ef81f5f57dc11847b77e,"iPhone8,1",mobile
327b2072d84704a3b7b8c7eef83c22cc,"iPhone8,1",mobile
231d62f775ce37b5ad2dababd6912109,Samsung SM-N950F,mobile
b253eae0a41f13abb37f43bcc315ca19,Samsung SM-G955F,mobile
3571ec9636943dd3d140f16a74cdb4f1,"iPhone9,4",mobile
a3d8f013142577621b8761e62fdd5624,"iPhone9,1",mobile
554b7806fb14f5ddbac8736dd03064fe,"iPhone8,2",mobile
e39a3f08e0c8f037fa8059d25f533cba,"iPhone8,2",mobile
d59671494ec04cdb056a42256e8872f4,"iPhone7,1",mobile
eeda0d4ff6692ec10c4f6c774fc15c40,Samsung SM-N950F,mobile
e0a89de0259e1248f8ccbb995e1c48fc,"iPhone10,3",mobile
adc3d7b6007f49bb3324a2a9d02254ff,"iPhone10,4",mobile
342450fab4782ac37f74ba40e2a5561d,"iPhone8,1",mobile
b23fb4525afbd9aa3a564e542a90a540,"iPhone9,2",mobile
807541bced4165bf973dd476bab93a85,"iPhone7,2",mobile
8fa102d1aabdb6a825d2eb76d7beb827,HUAWEI JSN-L22,mobile
5807e99c5e8c93e041d72ec53b476ab7,"iPhone9,4",mobile
4da2b0861ff088e1f11a402efe92043b,"iPhone8,2",mobile
c15ae8a802e66dfe5a636f95b55a631d,"iPhone8,2",mobile
efbd6f37a84c2024bf973af60db4d0be,"iPhone9,3",mobile
3e2c8259b270552b8adf67a9ce4a8e45,"iPhone11,6",mobile
108b38c49178a7822c6d0247878480ee,"iPhone10,2",mobile
c205afd7243d28e79cb74df249c272c2,"iPhone11,6",mobile
02fb0374072fb9fcda3b4a34c7b8312f,"iPhone9,4",mobile
2edc4b3febfd9bbd62b5c20efb63409c,Xiaomi Mi MIX 3,mobile
5badad92acd5facb8ba059cacf19ba81,"iPhone7,1",mobile
5ccb1e1402417fb7c36b0fb4ae581de3,"iPhone9,4",mobile
3130d091aa0d9df3f4f520bff2a784a3,"iPhone9,4",mobile
09ee9ed3459b64942bbf6b0a219a6b6a,"iPhone10,3",mobile
aff45087b05f9e33910cb10d1826871c,"iPhone7,1",mobile
55e2b423cd6a281dfe27bff90e7248f4,"iPhone9,3",mobile
f85b39687fc20f61501fa3143f69b39b,"iPhone9,4",mobile
2e7255ae16b4c5875aa1534a0d036db7,"iPhone9,3",mobile
f919aab41acf9d33fa24a896ab8685b9,"iPhone10,2",mobile
dffc2325aba535d34672adca2fd8c24a,"iPhone8,1",mobile
4a37b871273e360fd3fb479e31f99f0f,"iPhone12,3",mobile
b63b0c0ddcb71ec54b34600e8801f97d,"iPhone11,6",mobile
e359df50c8a3ff65943712ec8ee03baf,"iPhone11,6",mobile
6c2c1e2382099cafefa8a4c141f7ac09,"iPhone12,3",mobile
8f60ae9e3c992a6d6caddf5050e90452,"iPhone11,6",mobile
eaf0de56dbd83de7bf82f5a0697c4700,Xiaomi Redmi K20 Pro,mobile
621b2f921446cc5db53dbff981f0e67e,"iPhone12,5",mobile
31c90fd2e0648888d666c440e6d8a479,Xiaomi MI 9,mobile
5997e8b86897c3dbfb76a97e446939a0,"iPhone13,4",mobile
c8766007d150db37d594ba4f53d4ac9d,"iPhone11,6",mobile
63ce7c0d7d0eba65b5c2d7604978cb37,"iPhone10,6",mobile
bb9d5506033ef8be84134688fbb2a436,Vsmart Joy 1+,mobile
35b7f9cf4402038bbd2cced6abe5ba43,"iPhone11,8",mobile
e46c29537266b81b696e3ec58852044e,"iPhone10,6",mobile
69cc34ff16ef3856f81484632e885326,HUAWEI INE-LX2,mobile
d9cd0c31dd1391dcdc01eb8a7f807fa8,"iPhone12,3",mobile
0e9feab5879ba9acf697833751e3bb39,"iPhone13,3",mobile
7752dfa7d8995fcee4851c4133686dae,"iPhone11,6",mobile
0dc4128d50cd5fe5510b53d035b0d7a1,Xiaomi Redmi 7,mobile
7064c367e801e303f0d538af26e637e6,"iPhone12,1",mobile
18bf2041000b8125f16adf34536e5627,"iPhone10,5",mobile
b76a6a3e2a677ae2911b8e639b24a055,"iPhone12,1",mobile
1b16174dfa4a260a8a02dc134d44f576,HMD Global Nokia 8.1,mobile
730ce9043ef03338d2e07cd2765d291f,"iPhone8,1",mobile
da7e89db73d475bd3a657168868e4a93,"iPhone9,1",mobile
9bc3f4e6f4f7e1eabf7f6b3584e64844,devicemodel,mobile
ad90df9dade52220c6f20a484d2351f3,"iPhone11,6",mobile
6c2fd2b3b01321749f428b4f8dc658e9,"iPhone11,6",mobile
008a9d0af16dd1fcffa0667ec0f6ca04,"iPhone9,4",mobile
1c82dfde1a6a9599ebfa637a336e4e86,"iPhone10,3",mobile
05575116756a7f65af4bec1a6b6ff386,"iPhone11,6",mobile
cd3caf1cd2e391835c52db6a6bf53ec0,"iPhone12,5",mobile
7f2d4fd12aeaac8b0a874a13ef0ee8ef,Vsmart Active 3,mobile
6e279ad789a8c4f34248abd596a36cce,Samsung SM-A805F,mobile
4d621b52ca2e1a543b51336b40958ff4,"iPhone11,6",mobile
dfa4900e99209dd3176335d9b28428c8,OPPO CPH1609,mobile
d03490796af64b42bec91b3cd9b3ecde,Samsung SM-J810Y,mobile
0ce90a958c3bf398bbb84b3520dc3911,"iPhone10,2",mobile
0677d8dac17b8550315c0fd51eb0f9b6,"iPhone9,4",mobile
808946ffbc5d20ea03d864e6d9373dc0,"iPhone8,1",mobile
6801129dcd79a124455192b800e5d9da,"iPhone10,5",mobile
645c61fba5cb9b121132e361f144a6c0,"iPhone10,6",mobile
3e1f609665b901e300c41d3dca19b06b,Samsung SM-J600G,mobile
672492998898c8fb7ee48b3a6e4ef530,"iPhone8,1",mobile
dc165fef5b7c0b4c3e1928033b695999,"iPhone9,2",mobile
ce330acee843a5d14924d2c1a8bc3dfb,Samsung SM-N960N,mobile
095b2b4f720200a1b2eff4261e4c08ba,Samsung SM-G965F,mobile
721412d62b5b38fa33d5b73867911bf7,"iPhone7,2",mobile
5b52577401b638bdd8becdc09c3ad62e,"iPhone7,1",mobile
823d789801090da69d81b2eb89b6b445,"iPhone11,6",mobile
ce2f5834d80e7c0a7feeca40d1ac0d59,"iPhone10,6",mobile
c16346865b4416599e9f0e7106cf655c,"iPhone10,3",mobile
5d7730f0fe4b761e96cd52db8fdf6a0b,"iPhone9,2",mobile
09d20fb220b0f09d7f18f04df9fbdac7,Samsung SM-A710F,mobile
e9454fa809870f46b8186db6d7b6141f,OPPO A1601,mobile
82e511de9a224440d5a24df9f6bc211b,"iPhone10,5",mobile
403a4eba873c46cf39ce6fd66d20d74b,Samsung SM-G955F,mobile
37304d6354aff060274f700ca08ecf41,"iPhone13,3",mobile
9181fc99871597d7421a298bdc947293,"iPhone11,6",mobile
ee93693fd8b0a906e6eb1f835adf3fb7,"iPhone11,6",mobile
0eafdabc687626b019078c28dbaaba1e,"iPhone11,6",mobile
28efcd98cf2745bbf6e2dbf0fdaa42b9,"iPhone13,3",mobile
c738b22f288d69139acec94c9b92d133,"iPhone9,4",mobile
6ce26b458190671591d335f6445ca961,"iPhone7,2",mobile
c5f65fb371026dd1f3f78e4b135ed7e6,"iPhone9,2",mobile
e1aa6ea247a642f09bb5d452d409a421,"iPhone9,2",mobile
76c9e93afe3ce7125c688897f3c834e8,Samsung SM-G610F,mobile
689d4b6cf94c258b2c2e56e56a0a961c,"iPhone11,6",mobile
07bcfd0fd6c41cf5fe9de2a4f447fcd0,Samsung SM-N950F,mobile
e45c8a3e7b11446ddce378333ab66ae0,"iPhone12,1",mobile
95623385c62d0321b6fadccb8c23a13e,"iPhone9,4",mobile
1ae0684d424712b4314d04cc7372defe,"iPhone10,3",mobile
6f9b40873ce7930154be30076431a0b3,HUAWEI ANE-LX2,mobile
d0b8948fe0c9783e34fe7d007b391cc0,"iPhone9,2",mobile
015cd12fbd98ee8444224e98a8911b6e,"iPhone9,4",mobile
f6e61c8d5d493d591e52fc92909d6762,"iPhone11,6",mobile
f09e6c8c49a5d63c2b5407abd4a0d8ab,Samsung SM-N950N,mobile
bbcdb8bbaf766d969e0be15f8113c25c,"iPhone10,6",mobile
31b264dc31cf5c9c1a87defaf06b1d93,"iPhone9,4",mobile
690673f10b4078ae4fdbbf30be42252a,"iPhone9,1",mobile
9f788fb1a3df6136729c978e76e6440e,Samsung SM-C710F,mobile
2b0af0ddb7c4c7c6dc8dd7ea1f29ad99,"iPhone8,1",mobile
c5f6ad4a256d661404bf9debdd02c9d0,"iPhone6,2",mobile
dce9f68cd47f1c1734222f9a07ad8c49,Samsung SM-A600G,mobile
e5190c3d1c6db08c6eeebd61e6372f55,"iPhone10,1",mobile
1a59cd6b4c51dfacd130e06930eab821,"iPhone12,5",mobile
9c23dd1fe8016cd9f9a06c00077e26f1,"iPhone11,6",mobile
086dc7b0d6416dcf7341dba65f31af0d,OnePlus IN2023,mobile
da24040aa385a0eb5614c8a45718f135,devicemodel,mobile
0080e93d667d7a2fc309590e639e61a9,"iPhone12,5",mobile
3dbb7aac3dbd1ae39ded432c35fec6d4,"iPhone9,2",mobile
0f3bdd1c2e9fc0fec61a4a902a164394,LGE LM-G710,mobile
cbd2e0fdaf19df85a45b8d404779f2b6,"iPhone11,6",mobile
d5daec29cbd3fc94c8096b6442510505,"iPhone9,4",mobile
96c04121fced4d4c4d92282918730dc3,"iPhone10,5",mobile
4339819576dbadbfa700f0d22be4fadf,"iPhone10,3",mobile
4948f23fbc6750aaa67e9bb137f4486c,"iPhone7,1",mobile
0c26f4a3ddb2b593d67174f863b9b8e8,Samsung SM-A750GN,mobile
03a40b44bfda51bd4380d0394e42f12e,"iPhone7,2",mobile
7429d5d2d00bbb253b3a698049e0cd45,"iPhone9,4",mobile
1c2c6254e6bd1f5ca990cfa4f7c97f74,Samsung SM-N970F,mobile
391476d72382d9950961a8840c265d34,"iPhone12,1",mobile
13827060715d97d1eab7446ab02abec3,Samsung SM-G965F,mobile
b1b7dca984dec2595338de3a507522c8,"iPhone12,5",mobile
94bc259769e02f716c323abea316183e,"iPhone9,4",mobile
f17f19aa9822bf149c0d8eb8e34897c7,"iPhone10,5",mobile
97ce2f3469c2cb8ccae28cfac3411e8a,OPPO RMX1811,mobile
9655e83ebb57d874da461911e8cca7db,Samsung SM-N960F,mobile
b0222e56c0736b07bb5fecbfbfab0d20,Samsung SM-N920C,mobile
517629cd99bdcfc4109c3e19c3a9a9a5,"iPhone10,5",mobile
b4b3bd22f3e8e693c94cacc426d31351,"iPhone11,6",mobile
b04e7a6f6dd9fbcfc7302bebc6224533,Xiaomi Redmi 4X,mobile
80cda027d5aeee8ac2bc4cf160dda920,Sony G8142,mobile
a218e0690bad9a33f2da116fce709df9,"iPhone9,4",mobile
1e73b971c8d9a84917912351ad5c0b59,Samsung SM-G955F,mobile
3cf79f6ccdabbeea8504342f2d205b61,"iPhone9,2",mobile
ec586b40bf9e6dfaf501ba07f93af20f,"iPhone7,1",mobile
150640f5045a04e6c994179a9579691c,Samsung SM-G610F,mobile
75d48d9389a62144d0c949f467100dd7,"iPhone10,2",mobile
494c82fe227e2069461bed3b4f2e226a,Samsung SM-G935U,mobile
b0ddffd26cc9549cb00f76f8c2fdc7e5,OPPO X9006,mobile
43b3144e60886a15c8672475e37ca8bd,"iPhone9,2",mobile
1252586987511230d7a9b4d0fb2575c1,"iPhone9,4",mobile
4077870891ad51f8ff84de922313f285,"iPhone11,6",mobile
cf8f4d0c444119a38146c1a6268559b9,"iPhone8,1",mobile
a0fade67e2c8b5e52ce69dd7ee012505,"iPhone10,6",mobile
664d3d0cdcd8004a13f5f7e60a9cf92a,"iPhone6,1",mobile
13122f3f02d0068f15a22a42a99872f7,Samsung SM-A510F,mobile
6b7a41725b2bc3c72115519dcb776fdb,Samsung SM-G935F,mobile
4ef41a2d52c03d023661c0ea6935e94c,Xiaomi Mi MIX 3,mobile
d900b60b0006998a8341bb8aaa81435f,Xiaomi Redmi Note 5,mobile
acd97cae7306e8486898d4562a7568bc,"iPhone10,6",mobile
b48217d0372063574ae3ea94ecd66896,Samsung SM-J810Y,mobile
acefd159f31415e12f9cc0b87eb619ea,Samsung SM-A750GN,mobile
294d37262b73931192bdd1bfb6b85ddc,,mobile
276b657eddd3757771eb229e6dc10a35,Xiaomi Mi A2 Lite,mobile
c188c9f4975958236164d28e3f425d81,"iPhone10,3",mobile
d33ed40609da52c33d8ca7e52b66d2e0,Vivo vivo x9,mobile
7ca2ea5899411f83b9378b38e66322cc,BlackBerry BBB100-7,mobile
516d3a102a13f04e0c15e8511330ffed,Xiaomi MI MAX 3,mobile
4353898cd7660c5caa5730bbd7033e98,Samsung SM-N950F,mobile
f93128da99d675edce23b2a510f5dd44,Samsung SM-N960N,mobile
dd673fc66c740b2a9d0eba336a0bc12e,devicemodel,mobile
7b7e31364d4840c0b4ec87b439795bb9,"iPhone7,2",mobile
fcbfee93d549cded78169827f902eeac,"iPhone10,5",mobile
f4ee41de8869403150f636e2f3a9005e,"iPhone10,2",mobile
ddc339fdc4ff5e223bddee83b4d21df3,"iPhone9,1",mobile
ac5d17d61d2ead7e8899a42e67e1ef8f,"iPhone8,2",mobile
b472761d7cf0374111258e40dcdc87f5,"iPhone6,1",mobile
708526803bc053a7e57599d39cbd8b91,HUAWEI RNE-L22,mobile
c182dad549b5eecaf77196e008673487,Samsung SM-A720F,mobile
e6adb35c78e7db53eaefbd9854c8727a,"iPhone11,6",mobile
0d0d84eec403a22a42b639a421158e4c,"iPhone10,6",mobile
e6a2b69040a9869d1f9ab00573bfc2b4,OPPO R7sf,mobile
6bc0d25ba393d609a917f9ce3d27f30e,Samsung SM-J600G,mobile
66e750e689557bd2d88e385bc3609cba,"iPhone10,3",mobile
525d42018f08aaf94a40554a979459d4,Samsung SM-N960F,mobile
a7b088f5f4a0e82c89cee00c6f1c1cb3,"iPhone11,6",mobile
191601eecb4a95ed4e6a9d64d77082ff,Xiaomi Redmi 5 Plus,mobile
8256c6431cc1735715368e53c33da30f,"iPhone11,6",mobile
075e783790f85c79b76797884d13d3f6,"iPhone10,3",mobile
e6b05614a75dacd7d27506602a60cead,"iPhone8,2",mobile
9d6459f7f0e7a7bec1a817ddb1d3705d,"iPhone11,2",mobile
0e1c921a756d3fa122a6ffa294448665,"iPhone13,4",mobile
7f2f84a108b26010b1363c233e1b5ab2,"iPhone10,3",mobile
1943f64fa83f5d63e5df64b5c80c1e6e,Oppo oppo a37m,mobile
201fb4e2a70cb29ee66e857a991485e2,"iPhone11,6",mobile
6b69c5ec8a004e1a6731eca5d3f9b3dd,"iPhone11,6",mobile
3762f4fa83586a6f1003d0a6562d2167,"iPhone11,6",mobile
de2213ff7e25352c13a729fadc7b094a,devicemodel,mobile
5fb31729bc4a3ebdda687b0c2fa8923d,devicemodel,mobile
144e1620e923b3e958bfc33932a62ece,"iPhone8,1",mobile
13129fccf2caba1730249bf14dc2e6b1,"iPhone12,5",mobile
de4fba16a10e264ff9f19fd9ac91c1c9,"iPhone8,1",mobile
4b4a07c68a69f5b609f5da1be4ee83a3,"iPhone11,6",mobile
fc56a940a9f9a54f50e458d3b9c229f7,"iPhone8,2",mobile
5c5ca79e6ae4e30658fe0521fbf8b99e,"iPhone8,1",mobile
7047bcb7d9c83923357935d018a84b4c,"iPhone12,1",mobile
7213e10e03dd336052195b685371b4da,"iPhone11,2",mobile
a04ebbb12d80f3b5b3950bcb6316d97e,h5,website
3950fc46fb81247d2b0e8bca0b7474f5,Samsung SM-N986B,mobile
4ed60edb1c027ff01ef751a5fb22df40,"iPhone11,6",mobile
1eebb605c8fc47e652d665696e8b751f,OPPO CPH1911,mobile
4456d40cb485c692a7578566f60696cb,Samsung SM-A305F,mobile
44919ac555b1a99d676b664f064050e4,Samsung SM-N986B,mobile
656142aca081c844dcaf6c2fb4b5323c,"iPhone8,1",mobile
58ec86f7020e30135a24e7f5ae0d3475,Samsung SM-N960F,mobile
473887cef163288d6e64e519cb43b946,Samsung SM-G965F,mobile
3019f7ad3463470b68bd82e1ccdfa858,"iPhone10,3",mobile
42c7e95e572cb9e1ceb115c9b3419683,Samsung SM-G950F,mobile
a7a319654991f6292aa2f73117be376e,"iPhone8,2",mobile
c898781ac4b69a54ed73c66b16186214,"iPhone10,3",mobile
c81a9470e005672148050656e6dd0b63,Samsung SM-G955F,mobile
ef15321b68b037a75a823cf1f08a6c86,Samsung SM-G610F,mobile
ff53a0a0c3778d8b2b9d5e257e5f2708,Samsung SM-A507FN,mobile
40a15007fba0d0467afcbac6bc844713,HMD Global Nokia X6,mobile
20edf717cb7e1ff9ca739096eaf31d91,"iPhone8,2",mobile
09b7155da80a3e3934fd51c3a474ce84,Google Pixel 3 XL,mobile
e3cc12d98515c575bea73246d0e13582,"iPhone12,1",mobile
1123b4ba8a9eb539ef704eabc98e4cb2,OPPO CPH1825,mobile
572475ce38acd515a08c644103edcdde,"iPhone11,8",mobile
8aad1abf5c68bb837abb8bec442508f4,"iPhone12,1",mobile
24bd48162fe0bee5ee753565f90fc792,"iPhone8,1",mobile
1794a82e054c0b413f81b8cc1c36d04d,"iPhone11,6",mobile
9bf6c4ca5c5b1a2bfa7a2dde05454846,Samsung SM-G965U,mobile
974456cb0e76d079528c2ce7c82f7622,"iPhone13,4",mobile
4502364da2499618680d32501b413130,"iPhone12,5",mobile
f8df528426f055eb3cd8523bd4644e32,Xiaomi Redmi Note 7,mobile
5b153de1879854990d4d8012a5f8b3c9,Xiaomi Redmi Note 7,mobile
78562cf133e876f538237eaa3d3931ec,"iPhone10,6",mobile
438243b78b92aff04616ac42d68e43d8,Samsung SM-A505F,mobile
bd81efd384058b08455358104b0d993d,"iPhone11,6",mobile
f9ad597a8accc18c208198aa1f8bef1c,"iPhone10,6",mobile
66e7bf213a9b18c34a3714a2132180ba,h5,website
87886a889b24a89de7db6d26746382e1,Samsung SM-G998B,mobile
b22972866cd4f26a71d97cbc7d625b77,"iPhone9,2",mobile
130c234edd1b5a7f78fb056bda28d628,"iPhone9,4",mobile
7242aee993a76f18931c7fd189c210d4,"iPhone8,2",mobile
116f129259d8e08e5a900c6b753f8b4d,devicemodel,mobile
d5b07d6859e746b97b217da1d7c782a1,devicemodel,mobile
14570edfb568c07762e6d1801c11d094,"iPhone10,5",mobile
224c12bdaa0dfbfa7cf33a7af0e72e26,"iPhone11,6",mobile
d63215c2fe181912c282f83959aab635,"iPhone10,6",mobile
061495be2b66976da0f21396bef55313,HMD Global Nokia 8.1,mobile
e9eeac2a2408f913a4564a21b9deab32,Samsung SM-N986N,mobile
37dfddafd218ccd05ee4404c4b7aa878,Xiaomi Mi Note 10 Pro,mobile
79c34861482d35feae8a5b38c4b5e6c9,Vsmart Active 1+,mobile
7bbd9d4d28d7dd6e854184a27a2de570,"iPhone9,4",mobile
9d14b59cee9c91dc27553eacabd06237,"iPhone10,6",mobile
8bd17a576b0f303987a7ae4048880350,Samsung SM-N960F,mobile
0920704106cbd2df92a2a4274b6484b9,"iPhone9,2",mobile
6be6c8b1dc975e86a009d7e63c100b91,"iPhone8,2",mobile
d1235b47b46a474b79b37594b7593bc1,"iPhone10,3",mobile
06b214c7f3e6d20fe95ca99330ab1c24,"iPhone13,4",mobile
3494e71d79172024ad6489e0618c9cdf,LGE LM-G820,mobile
80f99d1fe52369891066d67f65e0d3af,"iPhone10,6",mobile
691d52d3c7c2f5b8941ad4d4391925ca,Gionee gn5001s,mobile
f3fff2ab5a84d8f07179188047f05db0,"iPhone10,6",mobile
ac809a19407df40e11ef7f02ed877be4,"iPhone9,1",mobile
5dd53e0f30b44632b87194e441a99fe8,"iPhone9,2",mobile
76022f22424e03f0ddb856618cb30779,Samsung SM-N950F,mobile
47163b262eb315f9d20c5f7b793f0879,"iPhone10,6",mobile
565a13040b74b240e112c20dd6a239cb,"iPhone10,6",mobile
0fb396e69eecff8806fe7bf9c0c5aa66,"iPhone10,4",mobile
d932824e54fc905e5d32ca43db8ce660,"iPhone7,2",mobile
b8fcdbf994188c742d74c7c176b07f2c,Samsung SM-N960F,mobile
f3da1ad3ac7be859773a8aa9c725d749,"iPhone7,2",mobile
93226cd1446c3d51dfcc3318d88dc5fd,"iPhone11,6",mobile
880923856dddded36e3aefacd7b1b87a,HUAWEI RNE-L22,mobile
650b402e2c57a00d59b01d3fc9bca8dc,Samsung SM-J510FN,mobile
22d982be9637d937d64e36dac87888e9,"iPhone7,2",mobile
7c280eede8702da96e32568cb6acfb93,Xiaomi Redmi 5 Plus,mobile
ad6be82b645d06afaa1d8a45eff1fbe1,Huawei huawei tag-tl00,mobile
1417cbf3efac321eb6a3b6b91ece8cb5,Samsung SM-G965F,mobile
096fbcabebc0eb4900147ca3ac4b2bbc,"iPhone7,1",mobile
5b1cef02b01e5a04d45b1092b22ea454,"iPhone10,3",mobile
0fc964bbac65aa6816a1f4df53c7d5c4,"iPhone9,2",mobile
533957fd55d39688eb75c180c024091a,"iPhone10,3",mobile
d52faaea8dca56040419df17ab60e67f,"iPhone11,6",mobile
dacd7e6b6a065618725a644f15a97d42,Xiaomi Mi A1,mobile
c6480eb60e8f93f75612e341bbb2dcd7,"iPhone11,6",mobile
6b16a62083b5000904b9fc0fa671c50a,"iPhone10,6",mobile
b9030e6213a5b6f59bf58d1d65694f21,"iPhone10,2",mobile
73aed00369eaa1c1010c2af94774e68e,"iPhone10,6",mobile
901db8d3830009cf7045a018dce09889,Samsung sm-g530h,mobile
b8b9f466aedc7242ed608f043a7d26eb,"iPhone8,2",mobile
bb63747a49e6b77825760924ea4ac607,"iPhone9,2",mobile
